row_id,payload,category,needs_review,length,has_quotes,has_angle_brackets,has_path,has_cmd,priority,kb_family,char_len_computed,length_matches_computed,line_break_count,pipe_field_count_approx,space_ratio,digit_ratio,unique_char_ratio,shannon_entropy_bits,has_http_version_tail,contains_http_version_token,field_delimiter_style,quoted_csv_like_wrapping,application_injection_context,application_context_unknown_reason,percent_escape_count,percent_encoding_density,encoding_surface_class,has_double_percent_encoding,has_null_percent,has_crlf_encoded_or_literal,heuristic_pattern_band,label_consistency_flag
32,1%20 HTTP/1.1,encoded attack,no,13,0,0,0,0,high,encoded_attack,13,yes,0,1,0.07692307692307693,0.38461538461538464,0.7692307692307693,3.180832987205441,True,True,no_pipes,False,unknown,"Source CSV does not name HTTP parameters, body schema, or insertion offsets; strings appear to embed proxy/log capture (e.g. HTTP version tail) rather than a single injection-point view.",1,0.07692307692307693,ascii_with_percent_encoding,False,False,False,high_percent_encoding_density,pattern_supports_family
33,any%0D%0ASet-cookie%3A+Tamper%3D5765205567234876235 HTTP/1.1,encoded attack,no,60,0,0,0,0,medium,encoded_attack,60,yes,0,1,0.016666666666666666,0.4166666666666667,0.55,4.804574504151558,True,True,no_pipes,False,unknown,"Source CSV does not name HTTP parameters, body schema, or insertion offsets; strings appear to embed proxy/log capture (e.g. HTTP version tail) rather than a single injection-point view.",4,0.06666666666666667,ascii_with_percent_encoding,False,False,False,high_percent_encoding_density,pattern_supports_family
34,insertar | 306 | Pasar por caja/ HTTP/1.1,cmd,no,41,0,0,0,1,medium,cmd,41,yes,0,3,0.17073170731707318,0.12195121951219512,0.5365853658536586,4.107280664890278,True,True,has_pipes,False,unknown,"Source CSV does not name HTTP parameters, body schema, or insertion offsets; strings appear to embed proxy/log capture (e.g. HTTP version tail) rather than a single injection-point view.",0,0.0,ascii_plain,False,False,False,unknown,no_keyword_pattern_matched
35,insertar | 306 | Pasar por caja HTTP/1.1,cmd,no,40,0,0,0,1,medium,cmd,40,yes,0,3,0.175,0.125,0.55,4.090399971666361,True,True,has_pipes,False,unknown,"Source CSV does not name HTTP parameters, body schema, or insertion offsets; strings appear to embed proxy/log capture (e.g. HTTP version tail) rather than a single injection-point view.",0,0.0,ascii_plain,False,False,False,unknown,no_keyword_pattern_matched
36,"registro | couse | remanoso | Viviana | Guimera Faraco"" AND ""1""=""1 | andre@alfombra.com.me | 13758311X | Calle La Fuente, 59, 13?B | Algadefe | 46910 | Burgos | 5183768775927993 | Registrar HTTP/1.1",cmd,no,198,1,0,0,1,low,cmd,198,yes,0,13,0.16161616161616163,0.18686868686868688,0.25252525252525254,4.915918382169691,True,True,pipe_rich,False,unknown,"Source CSV does not name HTTP parameters, body schema, or insertion offsets; strings appear to embed proxy/log capture (e.g. HTTP version tail) rather than a single injection-point view.",0,0.0,ascii_plain,False,False,False,unknown,no_keyword_pattern_matched
37,"registro | couse | remanoso | Viviana | He,usser | andre@alfombra.com.me | 13758311X | Calle La Fuente, 59, 13?B | Algadefe | 46910 | Burgos | 5183768775927993 | Registrar HTTP/1.1",cmd,no,180,0,0,0,1,low,cmd,180,yes,0,13,0.16111111111111112,0.19444444444444445,0.25,4.820148865741825,True,True,pipe_rich,False,unknown,"Source CSV does not name HTTP parameters, body schema, or insertion offsets; strings appear to embed proxy/log capture (e.g. HTTP version tail) rather than a single injection-point view.",0,0.0,ascii_plain,False,False,False,unknown,no_keyword_pattern_matched
38,"registro | couse | remanoso | Viviana | Guimera Faraco | andre@alfombra.com.me | 13758311X | Calle La Fuente, 59, 13?B | Algadefe | 46910 | Burgos | 5183768775927993 | Registrar HTTP/1.1",cmd,no,186,0,0,0,1,low,cmd,186,yes,0,13,0.16129032258064516,0.1881720430107527,0.24731182795698925,4.822770595916925,True,True,pipe_rich,False,unknown,"Source CSV does not name HTTP parameters, body schema, or insertion offsets; strings appear to embed proxy/log capture (e.g. HTTP version tail) rather than a single injection-point view.",0,0.0,ascii_plain,False,False,False,unknown,no_keyword_pattern_matched
39,Vaciar carritoparos%22%20style=%22background:url(javascript:alert('Paros')) HTTP/1.1,encoded attack,no,84,1,0,0,0,low,encoded_attack,84,yes,0,1,0.023809523809523808,0.09523809523809523,0.4166666666666667,4.762163220315798,True,True,no_pipes,False,unknown,"Source CSV does not name HTTP parameters, body schema, or insertion offsets; strings appear to embed proxy/log capture (e.g. HTTP version tail) rather than a single injection-point view.",3,0.03571428571428571,ascii_with_percent_encoding,False,False,False,high_percent_encoding_density,pattern_supports_family
40,"entrar | jeanes | ,'caire | on | Entrar HTTP/1.1",cmd,no,48,1,0,0,1,medium,cmd,48,yes,0,5,0.1875,0.041666666666666664,0.4375,3.9570673863999555,True,True,pipe_rich,False,unknown,"Source CSV does not name HTTP parameters, body schema, or insertion offsets; strings appear to embed proxy/log capture (e.g. HTTP version tail) rather than a single injection-point view.",0,0.0,ascii_plain,False,False,False,unknown,no_keyword_pattern_matched
41,%00 HTTP/1.1,encoded attack,no,12,0,0,0,0,high,encoded_attack,12,yes,0,1,0.08333333333333333,0.3333333333333333,0.75,3.084962500721156,True,True,no_pipes,False,unknown,"Source CSV does not name HTTP parameters, body schema, or insertion offsets; strings appear to embed proxy/log capture (e.g. HTTP version tail) rather than a single injection-point view.",1,0.08333333333333333,ascii_with_percent_encoding,False,True,False,high_percent_encoding_density,pattern_supports_family
42,insertar+ | 514 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium,cmd,41,yes,0,3,0.17073170731707318,0.12195121951219512,0.5365853658536586,4.088868774593608,True,True,has_pipes,False,unknown,"Source CSV does not name HTTP parameters, body schema, or insertion offsets; strings appear to embed proxy/log capture (e.g. HTTP version tail) rather than a single injection-point view.",0,0.0,ascii_plain,False,False,False,unknown,no_keyword_pattern_matched
43,insertar | 514 | Pasar por caja HTTP/1.1,cmd,no,40,0,0,0,1,medium,cmd,40,yes,0,3,0.175,0.125,0.525,4.0215277841122745,True,True,has_pipes,False,unknown,"Source CSV does not name HTTP parameters, body schema, or insertion offsets; strings appear to embed proxy/log capture (e.g. HTTP version tail) rather than a single injection-point view.",0,0.0,ascii_plain,False,False,False,unknown,no_keyword_pattern_matched
44,any%3F%0ASet-cookie%3A+Tamper%3D5765205567234876235 HTTP/1.1,encoded attack,no,60,0,0,0,0,medium,encoded_attack,60,yes,0,1,0.016666666666666666,0.4166666666666667,0.5666666666666667,4.823661954613669,True,True,no_pipes,False,unknown,"Source CSV does not name HTTP parameters, body schema, or insertion offsets; strings appear to embed proxy/log capture (e.g. HTTP version tail) rather than a single injection-point view.",4,0.06666666666666667,ascii_with_percent_encoding,False,False,False,high_percent_encoding_density,pattern_supports_family
45,entrar | villella | 5e04ayo | on/ | Entrar HTTP/1.1,cmd,no,51,0,0,0,1,medium,cmd,51,yes,0,5,0.17647058823529413,0.09803921568627451,0.43137254901960786,4.103031223985068,True,True,pipe_rich,False,unknown,"Source CSV does not name HTTP parameters, body schema, or insertion offsets; strings appear to embed proxy/log capture (e.g. HTTP version tail) rather than a single injection-point view.",0,0.0,ascii_plain,False,False,False,unknown,no_keyword_pattern_matched
46,entrar | villella | 5e04ayo | on | Entrar HTTP/1.1,cmd,no,50,0,0,0,1,medium,cmd,50,yes,0,5,0.18,0.1,0.44,4.08307418942857,True,True,pipe_rich,False,unknown,"Source CSV does not name HTTP parameters, body schema, or insertion offsets; strings appear to embed proxy/log capture (e.g. HTTP version tail) rather than a single injection-point view.",0,0.0,ascii_plain,False,False,False,unknown,no_keyword_pattern_matched
47,"1','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1",sql,no,50,1,0,0,1,medium,sql,50,yes,0,1,0.06,0.2,0.52,4.290881379939833,True,True,no_pipes,False,unknown,"Source CSV does not name HTTP parameters, body schema, or insertion offsets; strings appear to embed proxy/log capture (e.g. HTTP version tail) rather than a single injection-point view.",0,0.0,ascii_plain,False,False,False,time_based_or_delay_primitive,pattern_supports_family
48,insertar | 40 | Pasar por caja/ HTTP/1.1,cmd,no,40,0,0,0,1,medium,cmd,40,yes,0,3,0.175,0.1,0.525,4.0403999716663614,True,True,has_pipes,False,unknown,"Source CSV does not name HTTP parameters, body schema, or insertion offsets; strings appear to embed proxy/log capture (e.g. HTTP version tail) rather than a single injection-point view.",0,0.0,ascii_plain,False,False,False,unknown,no_keyword_pattern_matched
49,insertar | 40 | Confirmar HTTP/1.1,cmd,no,34,0,0,0,1,medium,cmd,34,yes,0,3,0.14705882352941177,0.11764705882352941,0.6176470588235294,4.157767533178668,True,True,has_pipes,False,unknown,"Source CSV does not name HTTP parameters, body schema, or insertion offsets; strings appear to embed proxy/log capture (e.g. HTTP version tail) rather than a single injection-point view.",0,0.0,ascii_plain,False,False,False,unknown,no_keyword_pattern_matched
50,"registro | pravato | rastrero | Robustiana | Laspiur' AND '1'='1 | kurz@kayaalicante.cn | 60962318J | C/ Santa Anna, S/N  | Villaespasa | 26292 | Navarra | 8682803216185712 | Registrar HTTP/1.1",cmd,no,193,1,0,0,1,low,cmd,193,yes,0,13,0.16062176165803108,0.17098445595854922,0.24352331606217617,4.8016015458533685,True,True,pipe_rich,False,unknown,"Source CSV does not name HTTP parameters, body schema, or insertion offsets; strings appear to embed proxy/log capture (e.g. HTTP version tail) rather than a single injection-point view.",0,0.0,ascii_plain,False,False,False,unknown,no_keyword_pattern_matched
51,"registro | pravato | rastrero | Robustiana | Laspiur | kurz@kayaalicante.cn | 60962318J | C/ Santa Anna, S/N  | Villaespasa | 26292 | Navarra | | | Registrar HTTP/1.1",cmd,no,166,0,0,0,1,low,cmd,166,yes,0,14,0.1746987951807229,0.09036144578313253,0.25301204819277107,4.574396289745643,True,True,pipe_rich,False,unknown,"Source CSV does not name HTTP parameters, body schema, or insertion offsets; strings appear to embed proxy/log capture (e.g. HTTP version tail) rather than a single injection-point view.",0,0.0,ascii_plain,False,False,False,unknown,no_keyword_pattern_matched
52,"registro | pravato | rastrero | Robustiana | Laspiur | kurz@kayaalicante.cn | 52'63986G | C/ Santa Anna, S/N  | Villaespasa | 26292 | Navarra | 8682803216185712 | Registrar HTTP/1.1",cmd,no,181,1,0,0,1,low,cmd,181,yes,0,13,0.16022099447513813,0.16574585635359115,0.24861878453038674,4.733043533204646,True,True,pipe_rich,False,unknown,"Source CSV does not name HTTP parameters, body schema, or insertion offsets; strings appear to embed proxy/log capture (e.g. HTTP version tail) rather than a single injection-point view.",0,0.0,ascii_plain,False,False,False,unknown,no_keyword_pattern_matched
53,"registro | pravato | rastrero | Robustiana | Laspiur | kurz@kayaalicante.cn | 60962318J | C/ Santa Anna, S/N  | Villaespasa | 26292 | Navarra | 8682803216185712 | Registrar HTTP/1.1",cmd,no,181,0,0,0,1,low,cmd,181,yes,0,13,0.16022099447513813,0.1712707182320442,0.2430939226519337,4.711495828619618,True,True,pipe_rich,False,unknown,"Source CSV does not name HTTP parameters, body schema, or insertion offsets; strings appear to embed proxy/log capture (e.g. HTTP version tail) rather than a single injection-point view.",0,0.0,ascii_plain,False,False,False,unknown,no_keyword_pattern_matched
54,"Vaciar carrito<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> HTTP/1.1",sql,no,67,1,1,0,1,medium,sql,67,yes,0,1,0.1044776119402985,0.029850746268656716,0.44776119402985076,4.5511644757358685,True,True,no_pipes,False,unknown,"Source CSV does not name HTTP parameters, body schema, or insertion offsets; strings appear to embed proxy/log capture (e.g. HTTP version tail) rather than a single injection-point view.",0,0.0,ascii_plain,False,False,False,unknown,no_keyword_pattern_matched
